fecha,temperatura,humedad,radiacion_solar,precipitacion,zona,tipo_suelo,ph_suelo,nitrogeno,fosforo,potasio,cultivo,rendimiento
2023-01-17,16.23,93.55,15.48,13.91,Laureles,organico,7.48,115.73,66.48,38.97,espinaca,18.351394250487587
2023-01-18,16.16,91.4,15.09,10.94,Laureles,franco,6.08,60.38,36.57,106.77,cilantro,17.54678436925533
2023-01-19,16.59,86.31,19.42,3.2,Laureles,organico,5.79,88.17,14.32,49.91,tomate,18.2740603430436
2023-01-20,16.21,90.61,19.0,2.58,Laureles,arcilloso,6.46,84.37,66.78,35.26,lechuga,18.099904252471116
2023-01-21,15.68,89.67,18.01,0.99,Laureles,franco,6.92,28.65,27.87,37.51,espinaca,17.01262887144759
2023-01-22,15.84,87.36,13.17,1.2,Laureles,franco,6.72,94.34,76.72,58.99,cilantro,16.259346501509867
2023-01-23,16.95,85.65,19.16,0.42,Laureles,arcilloso,7.4,40.87,46.6,148.91,lechuga,17.810085845253887
2023-01-24,17.01,86.2,18.42,0.71,Laureles,arcilloso,7.14,58.84,60.06,27.06,fresa,17.225703555024406
2023-01-25,17.78,84.98,20.92,0.36,Laureles,organico,7.24,98.22,42.33,63.02,lechuga,18.159874899503265
2023-01-26,17.63,82.72,20.99,0.95,Laureles,organico,6.58,114.43,11.94,88.26,fresa,17.77631369518603
2023-01-27,17.01,84.98,24.1,0.39,Laureles,arcilloso,6.15,75.98,14.42,46.9,fresa,18.3633368310976
2023-01-28,16.5,84.02,24.3,0.02,Laureles,organico,6.9,71.94,78.32,145.01,fresa,17.951595577226612
2023-01-29,16.99,80.88,23.53,2.32,Laureles,arcilloso,6.38,70.49,38.86,79.87,fresa,18.200475704888223
2023-01-30,16.87,84.46,21.86,7.65,Laureles,franco,6.08,101.66,22.82,110.05,espinaca,18.30356930906138
2023-01-31,16.28,83.85,23.75,0.54,Laureles,franco,5.8,119.31,60.42,66.8,zanahoria,18.099889681703473
2023-02-01,16.18,84.57,23.09,0.0,Laureles,arenoso,6.56,83.36,71.75,45.25,fresa,17.860690399634596
2023-02-02,16.67,84.8,21.74,0.82,Laureles,franco,6.69,57.86,28.69,59.47,fresa,17.899942334984548
2023-02-03,17.43,85.16,17.32,0.29,Laureles,arcilloso,6.64,41.87,49.98,56.36,fresa,17.01874024421925
2023-02-04,16.79,85.77,14.4,0.02,Laureles,organico,5.73,39.88,27.18,130.18,cilantro,16.591740714350692
2023-02-05,17.44,83.52,21.83,0.01,Laureles,arenoso,6.64,105.62,67.58,21.92,zanahoria,17.967085942150074
2023-02-06,17.07,85.2,15.47,0.25,Laureles,organico,5.84,119.24,16.08,136.17,tomate,16.914451790440573
2023-02-07,18.13,82.63,19.81,0.49,Laureles,arcilloso,6.83,89.8,36.08,71.08,lechuga,17.87674089069492
2023-02-08,17.58,85.92,19.31,1.65,Laureles,franco,6.36,115.58,36.59,100.19,lechuga,18.04488491499165
2023-02-09,17.68,85.41,17.24,1.38,Laureles,arenoso,7.2,55.0,54.58,124.72,tomate,17.594986005898313
2023-02-10,17.08,90.15,16.82,1.33,Laureles,arcilloso,7.06,82.76,22.47,79.93,espinaca,17.543254928715914
2023-02-11,17.42,89.44,12.36,0.84,Laureles,arenoso,6.95,71.17,43.25,32.04,fresa,16.574897856246768
2023-02-12,17.49,90.95,12.17,8.58,Laureles,arenoso,6.9,68.2,48.64,90.42,zanahoria,17.384039216146583
2023-02-13,18.06,86.48,12.81,1.25,Laureles,franco,6.62,83.24,72.36,35.81,zanahoria,16.627141544927973
2023-02-14,18.02,88.14,16.17,2.56,Laureles,arcilloso,5.62,51.03,46.87,127.21,cilantro,17.809954848779913
2023-02-15,17.1,93.03,16.02,13.1,Laureles,organico,6.81,84.06,19.23,104.23,lechuga,18.049267134835105
2023-02-16,16.49,93.92,10.45,5.95,Laureles,arenoso,6.43,87.29,17.09,96.98,tomate,16.572347984904358
2023-02-17,17.81,88.96,18.41,3.81,Laureles,arenoso,6.44,103.61,74.69,20.05,fresa,18.195469778884327
2023-02-18,17.38,86.8,21.22,2.44,Laureles,organico,6.26,93.05,78.58,144.81,lechuga,18.637598013051278
2023-02-19,17.0,87.77,19.67,2.25,Laureles,arcilloso,7.36,51.98,21.69,36.94,lechuga,17.81520487838311
2023-02-20,16.95,87.2,16.56,6.45,Laureles,arenoso,6.0,65.08,62.59,43.85,lechuga,17.598579964185692
2023-02-21,17.05,87.98,14.16,3.59,Laureles,arenoso,6.13,32.04,27.55,148.2,fresa,16.936031474141398
2023-02-22,16.57,84.25,11.54,0.83,Laureles,arenoso,7.43,45.73,68.3,31.64,espinaca,15.753448463338877
2023-02-23,17.66,82.18,21.88,0.0,Laureles,arcilloso,7.12,72.09,16.76,116.41,tomate,17.891888364485304
2023-02-24,17.76,84.58,19.48,1.53,Laureles,arcilloso,5.53,30.08,40.6,32.35,zanahoria,17.967913580423648
2023-02-25,17.69,84.67,21.34,0.65,Laureles,organico,7.31,77.06,51.72,115.27,zanahoria,18.03266844474232
2023-02-26,18.13,85.24,18.98,1.24,Laureles,arcilloso,5.95,59.03,69.68,135.62,zanahoria,17.849739713874786
2023-02-27,18.06,86.11,18.95,0.76,Laureles,arcilloso,6.91,23.48,69.97,65.46,tomate,18.105274260204688
2023-02-28,18.58,88.84,21.42,0.61,Laureles,franco,6.61,63.44,22.9,60.61,lechuga,18.929624046520015
2023-03-01,18.21,88.61,18.39,1.74,Laureles,organico,6.57,48.11,77.7,141.29,zanahoria,18.25898964964211
2023-03-02,18.48,88.3,17.74,0.91,Laureles,arenoso,6.94,26.7,54.7,29.7,zanahoria,18.04732980227571
2023-03-03,18.05,92.92,16.65,5.31,Laureles,arcilloso,5.91,49.34,56.11,65.18,espinaca,18.177437963385813
2023-03-04,18.38,91.68,17.25,11.02,Laureles,arenoso,5.82,49.41,72.23,104.88,espinaca,18.581744505781593
2023-03-05,17.74,94.55,12.09,19.21,Laureles,arenoso,6.8,55.51,32.42,109.37,fresa,18.48563339165875
2023-03-06,17.28,91.84,17.26,11.93,Laureles,franco,6.08,56.65,39.07,78.89,tomate,18.383134475994684
2023-03-07,16.6,92.52,12.02,24.23,Laureles,arcilloso,7.45,62.98,78.95,130.97,zanahoria,17.61066341294605
2023-03-08,17.02,91.47,9.55,17.05,Laureles,organico,6.4,29.2,11.16,130.37,lechuga,17.12102410911258
2023-03-09,16.45,93.76,10.71,9.33,Laureles,arcilloso,5.72,20.53,70.7,126.22,lechuga,16.98813263310683
2023-03-10,17.6,88.47,13.63,15.1,Laureles,arenoso,6.87,93.6,68.98,42.2,espinaca,17.3170556595854
2023-03-11,16.38,89.47,9.37,6.33,Laureles,organico,6.11,53.73,28.37,104.07,cilantro,15.816006148127096
2023-03-12,16.03,90.56,13.95,22.83,Laureles,arcilloso,5.8,81.36,67.52,130.63,fresa,17.6932266930754
2023-03-13,16.41,92.2,11.58,17.34,Laureles,arenoso,6.35,50.7,33.12,32.26,espinaca,17.090962402217535
2023-03-14,16.37,90.15,13.32,13.06,Laureles,arenoso,7.43,118.42,54.03,51.8,fresa,17.095343411020416
2023-03-15,15.88,92.52,8.65,5.41,Laureles,franco,6.32,51.54,41.28,147.14,espinaca,15.78036148783581
2023-03-16,16.59,90.56,16.1,20.56,Laureles,franco,6.19,80.5,17.09,80.04,espinaca,18.747373301810295
2023-03-17,17.85,85.81,14.99,19.51,Laureles,franco,6.39,42.0,72.68,88.93,zanahoria,18.187953378267924
2023-03-18,16.72,87.85,14.12,9.72,Laureles,arenoso,5.52,71.78,48.17,65.54,espinaca,17.07757142624023
2023-03-19,17.61,85.36,19.73,5.47,Laureles,arcilloso,5.77,77.93,43.73,70.98,cilantro,17.986607098350724
2023-03-20,18.73,81.27,19.83,0.42,Laureles,franco,7.2,38.28,71.56,136.29,tomate,17.819701202328787
2023-03-21,18.52,82.93,20.85,0.13,Laureles,arcilloso,7.46,32.37,32.96,47.2,lechuga,18.00878748921143
2023-03-22,18.04,89.17,19.51,3.63,Laureles,franco,5.82,117.36,49.92,56.29,fresa,18.540505346768388
2023-03-23,17.08,87.91,14.63,2.63,Laureles,organico,6.57,109.33,71.76,85.09,espinaca,16.89827893278851
2023-03-24,17.19,91.99,15.33,9.52,Laureles,organico,7.43,86.01,34.0,60.37,lechuga,17.99839046080587
2023-03-25,17.43,89.56,13.62,2.91,Laureles,franco,5.81,106.11,65.55,136.04,espinaca,17.033922266645845
2023-03-26,17.62,85.77,13.77,0.71,Laureles,arenoso,5.87,29.56,46.01,102.29,tomate,16.410328802615634
2023-03-27,16.67,94.7,14.8,16.41,Laureles,franco,7.35,92.94,21.04,85.49,tomate,18.38881698353847
2023-03-28,17.62,81.35,20.69,1.46,Laureles,franco,6.91,48.56,12.84,98.53,tomate,17.67123702158506
2023-03-29,15.85,90.42,15.56,9.19,Laureles,arenoso,5.8,73.95,60.87,22.58,espinaca,17.392822164061553
2023-03-30,17.36,88.04,16.58,1.53,Laureles,organico,6.29,96.48,28.33,116.43,lechuga,17.45821067105391
2023-03-31,17.62,89.82,14.16,4.6,Laureles,arcilloso,5.61,23.35,67.1,63.61,tomate,17.088376084106248
2023-04-01,17.19,91.44,15.74,3.21,Laureles,franco,6.37,89.48,23.22,99.07,zanahoria,17.918125657905968
2023-04-02,17.66,89.54,13.12,3.34,Laureles,arenoso,7.06,63.49,49.75,128.18,fresa,17.352284148576757
2023-04-03,18.1,88.01,20.93,3.45,Laureles,franco,6.61,63.97,16.54,64.91,cilantro,18.47019434747067
2023-04-04,17.81,89.21,15.85,4.41,Laureles,arenoso,6.79,110.73,61.5,24.81,cilantro,17.76653118079729
2023-04-05,17.25,91.31,18.49,13.64,Laureles,arcilloso,6.15,105.97,63.6,20.13,cilantro,18.767347542530345
2023-04-06,16.82,89.39,13.63,5.24,Laureles,arcilloso,5.82,25.75,74.16,131.78,cilantro,16.81619771186132
2023-04-07,16.58,87.69,15.19,18.2,Laureles,organico,5.53,81.83,49.3,91.05,cilantro,17.950331846348305
2023-04-08,17.85,85.77,17.73,1.32,Laureles,arenoso,7.14,63.58,17.45,104.56,cilantro,17.92058217053127
2023-04-09,18.84,86.53,20.28,0.51,Laureles,arenoso,6.77,31.78,67.94,97.58,espinaca,18.2713714977292
2023-04-10,17.48,92.45,17.22,2.03,Laureles,organico,5.96,105.11,31.97,41.97,lechuga,18.043114273748756
2023-04-11,18.32,89.53,15.15,2.64,Laureles,organico,6.34,27.15,72.97,24.97,fresa,17.577249489412722
2023-04-12,18.37,88.46,16.2,2.36,Laureles,arenoso,7.1,23.21,78.45,51.62,lechuga,17.95918431254039
2023-04-13,17.65,89.68,16.01,1.2,Laureles,organico,6.58,39.75,19.27,148.82,fresa,17.80855392113954
2023-04-14,17.7,91.55,12.49,3.27,Laureles,arcilloso,6.1,50.34,15.81,74.31,tomate,16.845262417956686
2023-04-15,18.08,89.15,17.03,5.36,Laureles,franco,6.03,26.09,72.83,140.26,zanahoria,17.642955451250796
2023-04-16,17.13,93.38,12.82,33.05,Laureles,arcilloso,5.94,84.13,72.92,53.83,zanahoria,18.693085595643684
2023-04-17,17.62,89.06,15.67,11.75,Laureles,organico,7.15,63.72,50.96,113.0,zanahoria,18.01435346585868
2023-04-18,17.8,91.09,14.53,16.0,Laureles,arenoso,6.66,61.22,72.17,23.39,fresa,18.083198023830317
2023-04-19,19.21,83.76,19.72,2.68,Laureles,arenoso,6.92,34.53,75.14,21.7,espinaca,18.252353038199793
2023-04-20,17.03,95.45,12.32,15.15,Laureles,arcilloso,7.22,63.78,48.88,80.56,tomate,17.915544258767145
2023-04-21,16.77,86.5,13.64,7.84,Laureles,arenoso,7.47,59.02,58.06,104.38,cilantro,16.731584982327732
2023-04-22,17.02,89.0,13.66,7.0,Laureles,organico,6.0,58.36,52.95,145.09,espinaca,17.1765623870326
2023-04-23,17.91,85.25,18.28,4.15,Laureles,arcilloso,5.86,41.86,22.22,23.86,espinaca,17.764048239677088
2023-04-24,18.12,85.16,17.18,1.55,Laureles,arenoso,6.42,29.44,40.54,148.42,lechuga,17.49498196533805
2023-04-25,18.01,85.71,17.07,1.68,Laureles,franco,5.57,46.07,57.7,81.34,lechuga,17.458907441030224
2023-04-26,18.06,87.88,17.43,2.88,Laureles,franco,7.08,86.73,52.72,119.63,tomate,18.111334301384055
2023-04-27,18.05,89.0,17.11,11.79,Laureles,organico,7.27,27.29,25.06,104.02,espinaca,18.407985562293764
2023-04-28,18.26,91.42,20.38,12.04,Laureles,arenoso,6.87,58.23,73.68,52.21,zanahoria,19.225247682095667
2023-04-29,18.84,87.58,15.06,6.71,Laureles,organico,6.04,71.44,64.88,63.23,tomate,17.852854127817814
2023-04-30,18.96,87.36,16.26,7.58,Laureles,arcilloso,5.75,116.32,14.79,96.84,cilantro,18.053109732763964
2023-05-01,19.18,85.94,24.85,0.58,Laureles,franco,6.26,104.38,34.09,32.53,zanahoria,19.46572669125742
2023-05-02,19.15,85.83,25.3,0.0,Laureles,arcilloso,7.17,111.66,79.69,120.71,zanahoria,19.535553647576464
2023-05-03,19.6,82.7,25.04,0.0,Laureles,arenoso,6.2,102.0,37.29,123.95,lechuga,19.308700967371163
2023-05-04,19.46,83.88,26.29,0.03,Laureles,organico,5.57,78.91,56.44,126.68,espinaca,19.788065583459677
2023-05-05,19.9,84.74,22.76,1.56,Laureles,organico,6.05,106.08,17.05,130.32,cilantro,19.124246793087387
2023-05-06,19.26,84.03,19.52,2.36,Laureles,organico,7.48,76.52,31.76,109.58,espinaca,18.36785954550735
2023-05-07,19.42,80.74,22.96,0.59,Laureles,arcilloso,6.85,55.77,71.74,116.71,cilantro,18.52301546555035
2023-05-08,19.44,85.2,22.81,0.3,Laureles,franco,7.3,57.23,45.74,96.53,fresa,18.962542762535875
2023-05-09,19.54,87.72,20.08,5.41,Laureles,arcilloso,7.05,76.55,67.76,49.47,cilantro,18.948574990585083
2023-05-10,17.61,93.54,10.25,5.98,Laureles,arcilloso,6.58,100.94,10.54,30.8,fresa,16.940387471680356
2023-05-11,18.59,88.02,20.08,1.27,Laureles,arenoso,5.8,33.37,56.63,43.21,lechuga,18.434361258355725
2023-05-12,18.16,89.64,16.86,1.53,Laureles,arenoso,6.2,23.93,30.99,45.1,fresa,17.764178151868116
2023-05-13,18.02,90.59,16.21,1.28,Laureles,arenoso,6.67,98.96,70.25,118.53,tomate,17.967500560612308
2023-05-14,18.05,92.35,16.09,2.33,Laureles,franco,7.24,84.76,76.08,143.21,zanahoria,17.958884651621958
2023-05-15,18.42,89.7,8.21,1.72,Laureles,franco,6.04,102.13,58.13,125.88,cilantro,16.354922777672193
2023-05-16,17.87,89.93,16.54,12.83,Laureles,arenoso,5.74,117.67,20.23,148.99,lechuga,18.321509494048907
2023-05-17,18.45,89.01,17.0,29.04,Laureles,arenoso,6.62,45.14,42.77,25.68,zanahoria,19.12779637711159
2023-05-18,20.1,81.54,24.42,0.02,Laureles,franco,5.85,39.43,42.51,24.17,espinaca,18.879298085092746
2023-05-19,18.87,89.22,17.14,6.28,Laureles,organico,6.72,54.1,68.12,108.86,cilantro,18.598719445904404
2023-05-20,18.2,92.35,15.11,12.81,Laureles,franco,6.03,107.8,42.24,23.33,cilantro,18.196945306537227
2023-05-21,17.7,94.19,9.09,14.47,Laureles,franco,5.96,21.4,33.28,135.79,fresa,17.06269351295913
2023-05-22,18.86,89.92,15.24,20.91,Laureles,franco,6.3,21.05,52.79,81.38,fresa,18.870767085078647
2023-05-23,17.63,94.52,14.76,7.12,Laureles,arenoso,6.69,41.68,55.3,140.17,cilantro,17.706931907274818
2023-05-24,18.0,91.45,15.88,3.25,Laureles,organico,6.59,57.59,66.7,52.48,cilantro,17.661273274077118
2023-05-25,17.92,92.16,14.93,7.54,Laureles,franco,5.99,50.23,73.03,103.51,tomate,17.821450041878105
2023-05-26,17.62,93.12,15.25,16.41,Laureles,arenoso,7.28,102.49,72.3,110.88,espinaca,18.730808626200904
2023-05-27,18.52,90.2,21.38,17.09,Laureles,arcilloso,5.72,88.97,53.87,57.34,tomate,19.766478568042952
2023-05-28,18.63,89.79,17.94,14.75,Laureles,arcilloso,5.58,103.78,46.7,67.74,tomate,19.210936938592976
2023-05-29,18.49,92.71,20.58,10.19,Laureles,franco,6.71,58.38,66.09,91.69,espinaca,19.581140998380715
2023-05-30,18.57,89.02,17.28,7.54,Laureles,arcilloso,5.75,79.58,31.48,69.87,lechuga,18.34848241394455
2023-05-31,18.68,89.22,21.07,16.54,Laureles,organico,6.51,71.55,63.06,83.9,espinaca,19.755171250056232
2023-06-01,18.65,89.12,14.29,12.63,Laureles,arcilloso,7.4,67.47,45.43,79.28,lechuga,18.23096564749858
2023-06-02,18.44,87.45,18.95,2.63,Laureles,arcilloso,6.9,48.81,18.66,106.58,cilantro,18.68623687070177
2023-06-03,18.01,82.42,21.9,0.12,Laureles,organico,6.73,90.92,62.7,30.57,zanahoria,17.751663245626702
2023-06-04,18.21,86.22,15.05,1.38,Laureles,franco,6.65,72.4,55.39,144.36,tomate,16.931813859640698
2023-06-05,18.22,89.52,18.12,7.74,Laureles,franco,5.86,27.86,15.77,33.37,cilantro,18.35001226161112
2023-06-06,18.4,87.79,18.93,6.09,Laureles,organico,6.37,20.05,41.53,63.95,tomate,18.726209578567804
2023-06-07,18.62,88.11,21.44,4.47,Laureles,organico,6.19,22.03,44.05,21.13,fresa,18.968039705856558
2023-06-08,18.48,90.01,14.96,13.55,Laureles,organico,7.41,27.6,55.75,126.08,tomate,18.118816904455574
2023-06-09,19.0,86.51,19.61,8.43,Laureles,arcilloso,5.98,57.1,57.49,34.63,tomate,18.908889885608133
2023-06-10,18.23,90.65,16.05,10.95,Laureles,organico,6.44,50.57,23.34,56.2,tomate,18.14994918650622
2023-06-11,18.49,89.43,22.78,4.35,Laureles,arenoso,7.38,35.66,12.36,78.73,lechuga,19.656768084059927
2023-06-12,18.84,85.9,22.42,0.1,Laureles,arcilloso,7.08,71.54,65.59,129.72,fresa,18.832446760763062
2023-06-13,19.12,83.62,24.43,2.48,Laureles,franco,7.43,117.02,78.71,119.74,lechuga,19.315679512887133
2023-06-14,18.27,87.45,16.94,2.86,Laureles,franco,6.72,36.07,75.85,39.49,espinaca,17.781871714627087
2023-06-15,17.73,84.49,19.87,5.65,Laureles,franco,6.17,45.06,45.06,78.07,espinaca,17.921983203360853
2023-06-16,18.02,87.5,19.39,4.96,Laureles,arcilloso,7.15,66.21,47.03,63.26,fresa,18.390764455309387
2023-06-17,17.97,86.12,18.14,1.46,Laureles,arenoso,6.08,84.08,75.14,143.3,espinaca,17.757878490336587
2023-06-18,17.42,83.21,23.47,0.08,Laureles,organico,5.83,80.02,48.09,131.25,cilantro,18.26948286397718
2023-06-19,18.24,80.92,25.66,1.11,Laureles,organico,6.91,72.12,29.44,39.56,lechuga,18.638126731469587
2023-06-20,18.69,82.8,24.03,0.17,Laureles,franco,6.78,93.73,57.43,75.85,tomate,19.151391354319262
2023-06-21,19.27,85.5,20.07,0.45,Laureles,franco,7.26,104.59,43.4,77.81,cilantro,18.36982517232586
2023-06-22,18.74,89.82,17.52,4.71,Laureles,arcilloso,7.42,119.9,64.95,144.92,tomate,18.240381719429163
2023-06-23,17.69,91.35,17.13,11.96,Laureles,arenoso,7.21,66.55,64.83,123.38,espinaca,18.54081972492228
2023-06-24,17.46,93.12,15.69,19.6,Laureles,organico,5.62,119.5,75.52,125.18,lechuga,18.939746300623316
2023-06-25,17.88,89.24,14.93,15.85,Laureles,arcilloso,6.83,93.05,19.65,67.85,espinaca,18.619194667377116
2023-06-26,17.92,86.54,14.88,4.97,Laureles,organico,7.07,85.73,46.49,110.42,zanahoria,16.735059153568663
2023-06-27,18.27,88.31,18.38,2.95,Laureles,franco,7.46,83.97,65.01,61.63,zanahoria,18.22610934094407
2023-06-28,18.19,88.86,18.84,2.92,Laureles,organico,6.25,111.07,40.44,127.19,lechuga,18.532593386281988
2023-06-29,19.02,86.13,24.1,3.04,Laureles,arenoso,5.84,114.79,53.88,144.81,tomate,18.94509935440505
2023-06-30,18.48,83.78,18.98,0.91,Laureles,arenoso,7.21,37.85,67.19,99.32,tomate,17.810926462114242
2023-07-01,18.78,83.72,19.57,8.75,Laureles,franco,6.13,69.34,43.14,88.74,zanahoria,18.50652389292055
2023-07-02,17.99,89.37,15.77,9.12,Laureles,arenoso,6.7,114.14,38.58,133.42,tomate,18.02207299903496
2023-07-03,18.24,90.21,16.81,12.61,Laureles,arenoso,6.28,58.21,22.64,137.65,fresa,18.326371149382297
2023-07-04,17.98,92.22,13.94,9.09,Laureles,arcilloso,6.3,43.27,67.72,31.73,espinaca,18.049942607655254
2023-07-05,17.89,91.98,20.15,10.58,Laureles,organico,6.96,30.27,65.7,110.65,fresa,18.771090005545418
2023-07-06,18.56,90.59,17.78,10.68,Laureles,franco,6.22,79.72,62.02,101.7,cilantro,18.46985684428223
2023-07-07,17.43,93.93,17.06,16.32,Laureles,franco,6.89,90.03,37.53,47.32,fresa,18.90361476329808
2023-07-08,17.71,91.0,18.18,8.15,Laureles,franco,5.53,39.55,50.82,36.23,tomate,18.48965886288916
2023-07-09,18.29,84.8,22.43,0.85,Laureles,franco,6.15,87.36,18.68,57.08,lechuga,18.759353012382245
2023-07-10,18.47,84.65,21.38,5.23,Laureles,franco,6.14,109.96,32.37,41.97,espinaca,18.29012648788695
2023-07-11,18.54,86.1,21.58,1.71,Laureles,arenoso,7.0,44.36,40.49,51.54,espinaca,18.475630412417722
2023-07-12,18.67,84.47,22.64,0.67,Laureles,arcilloso,6.13,32.2,13.05,139.29,espinaca,18.578812643648774
2023-07-13,18.97,84.08,22.8,1.88,Laureles,franco,6.77,103.54,17.25,139.11,cilantro,18.802494548848628
2023-07-14,18.42,89.31,18.9,5.16,Laureles,arcilloso,6.88,111.64,68.08,52.96,espinaca,18.50893698799106
2023-07-15,18.77,84.95,23.17,2.98,Laureles,arcilloso,6.82,41.49,77.98,46.28,zanahoria,19.0553061096474
2023-07-16,18.68,86.43,21.61,13.32,Laureles,arenoso,6.71,92.14,32.54,79.09,cilantro,18.56077410952965
2023-07-17,17.69,87.6,20.36,5.19,Laureles,franco,6.33,79.09,17.47,106.32,tomate,18.465955562417165
2023-07-18,17.52,82.21,21.14,0.02,Laureles,arenoso,6.25,43.92,75.48,37.93,lechuga,17.73341431134816
2023-07-19,17.99,83.4,22.71,0.02,Laureles,franco,6.63,102.37,74.0,126.26,tomate,18.31332310716884
2023-07-20,17.95,83.16,25.67,2.43,Laureles,arenoso,5.63,67.04,55.83,29.57,fresa,19.010970026228897
2023-07-21,18.08,84.02,17.98,0.96,Laureles,arcilloso,7.25,90.03,33.7,34.74,espinaca,17.872997795053585
2023-07-22,17.72,88.1,18.93,1.21,Laureles,franco,7.15,50.14,17.88,102.73,fresa,17.729169967453835
2023-07-23,18.21,85.43,23.52,1.31,Laureles,organico,6.19,101.58,75.76,46.55,cilantro,18.924029825854408
2023-07-24,18.73,85.52,22.91,3.46,Laureles,arcilloso,6.63,46.43,74.43,49.78,tomate,18.696022736672308
2023-07-25,18.67,89.09,18.36,4.32,Laureles,organico,7.36,56.48,62.02,133.93,espinaca,18.395984456667314
2023-07-26,17.69,90.71,10.23,6.06,Laureles,arcilloso,6.04,59.15,75.37,67.34,zanahoria,16.805207676667067
2023-07-27,17.83,91.31,18.03,13.07,Laureles,arenoso,6.98,40.64,19.78,139.76,cilantro,18.60018225477484
2023-07-28,18.93,87.78,21.37,3.2,Laureles,franco,5.67,107.44,17.65,34.13,tomate,18.78973907853269
2023-07-29,19.06,85.85,23.66,1.44,Laureles,arcilloso,6.55,31.35,23.44,141.12,tomate,18.78994094034276
2023-07-30,18.81,85.45,21.28,4.4,Laureles,arenoso,7.27,76.31,25.08,138.91,cilantro,18.361702775148498
2023-07-31,17.56,89.34,20.17,7.62,Laureles,franco,6.6,101.42,67.9,90.17,lechuga,18.442079929982953
2023-08-01,17.57,81.9,20.66,1.17,Laureles,franco,6.73,78.09,74.52,118.58,tomate,17.75156577999324
2023-08-02,17.68,79.05,22.77,0.8,Laureles,arcilloso,7.32,52.69,25.09,76.83,espinaca,17.752704680917795
2023-08-03,18.1,79.88,23.14,0.52,Laureles,franco,6.93,98.14,42.39,119.54,fresa,18.110835088844777
2023-08-04,18.52,78.63,24.47,1.33,Laureles,arcilloso,6.89,69.92,41.81,51.6,cilantro,18.346400361786763
2023-08-05,18.91,81.44,24.33,0.66,Laureles,franco,6.67,36.3,22.45,137.41,lechuga,18.874835401003665
2023-08-06,19.56,83.56,18.74,0.49,Laureles,organico,6.77,51.69,69.73,122.5,tomate,18.000195398498718
2023-08-07,19.25,86.26,16.76,1.1,Laureles,arenoso,7.11,79.19,46.57,115.23,fresa,17.577311188270535
2023-08-08,19.51,80.75,25.1,0.46,Laureles,organico,7.46,85.88,49.64,124.63,zanahoria,18.970292724639638
2023-08-09,19.17,82.23,17.31,1.29,Laureles,arcilloso,7.09,74.81,28.09,64.83,lechuga,17.47358153868237
2023-08-10,18.78,81.91,19.53,3.36,Laureles,organico,6.92,47.2,49.14,44.69,cilantro,17.60137750422525
2023-08-11,17.94,88.17,20.98,4.91,Laureles,arcilloso,5.77,79.38,65.48,66.13,tomate,18.784944414070075
2023-08-12,17.94,86.68,19.08,5.53,Laureles,franco,7.13,53.25,31.35,25.04,zanahoria,18.27805989768291
2023-08-13,17.89,86.15,15.8,2.2,Laureles,franco,6.97,42.49,17.93,55.13,tomate,17.407145274821044
2023-08-14,18.58,83.07,22.22,4.8,Laureles,arcilloso,7.04,114.55,50.88,98.95,zanahoria,18.608839552142488
2023-08-15,18.09,88.73,20.8,6.74,Laureles,organico,5.96,51.49,54.51,130.05,cilantro,18.752679685638785
2023-08-16,18.33,88.34,18.77,5.91,Laureles,franco,7.31,53.56,24.14,140.94,fresa,18.394544745950892
2023-08-17,18.69,87.72,21.4,5.07,Laureles,arenoso,5.69,109.68,27.38,113.88,fresa,19.015402236874376
2023-08-18,18.58,91.4,19.8,2.8,Laureles,franco,6.01,34.27,20.71,135.94,espinaca,18.817956472701812
2023-08-19,18.4,90.49,17.95,10.65,Laureles,arenoso,6.83,78.46,74.5,57.88,tomate,18.95185492448488
2023-08-20,18.13,93.81,16.58,8.54,Laureles,organico,6.85,98.37,24.91,108.1,cilantro,18.77875008362001
2023-08-21,17.96,94.64,14.25,14.16,Laureles,arenoso,6.13,47.37,10.74,146.98,tomate,18.349329731073414
2023-08-22,17.43,95.41,14.13,19.0,Laureles,arenoso,6.9,104.41,68.81,99.4,espinaca,18.379142688994797
2023-08-23,19.06,83.29,17.7,1.85,Laureles,arenoso,6.28,96.96,66.23,75.62,espinaca,17.730442601454723
2023-08-24,18.64,89.3,18.29,3.65,Laureles,arenoso,5.5,68.61,41.96,54.15,lechuga,18.598797255221506
2023-08-25,18.33,89.31,21.78,2.25,Laureles,franco,5.83,31.87,65.8,60.92,tomate,19.03348335214243
2023-08-26,19.54,82.98,25.57,0.41,Laureles,arenoso,7.27,117.01,41.47,46.32,cilantro,19.26119764919561
2023-08-27,19.47,79.06,23.67,0.2,Laureles,franco,5.95,82.42,25.72,111.37,lechuga,18.26888587472477
2023-08-28,19.44,79.62,24.67,4.22,Laureles,arenoso,5.73,71.71,39.82,114.12,zanahoria,18.46850166046693
2023-08-29,18.73,84.98,22.29,1.71,Laureles,arcilloso,6.86,108.54,44.08,121.34,cilantro,18.53455062424758
2023-08-30,19.4,80.87,25.86,1.35,Laureles,organico,6.38,62.14,10.63,80.77,espinaca,19.212845979696628
2023-08-31,19.68,79.46,20.96,1.71,Laureles,arenoso,7.09,76.36,17.93,37.97,fresa,18.056746858655448
2023-09-01,20.03,79.45,22.84,1.27,Laureles,arcilloso,7.22,105.84,71.23,74.85,fresa,18.272693615542096
